Trip ID,Origin city,Destination,Region,Distance (km),Start date,End date,Duration (days),Traveler age,Traveler gender,Traveler nationality,Group size,Trip type,Accommodation type,Accommodation cost,Transportation type,Transportation cost,Food cost,Activities cost,Total cost,Season,Currency
2989,Chunian,Nanga Parbat Base Camp (Fairy Meadows),Gilgit-Baltistan,500,09/02/2025,19/02/2025,10,22,Male,Pakistani,2,Leisure,Mid,112620,Flight,14045,39860,25360,191885,Winter,PKR
2990,Kotri,Gandhara,KPK,1299,19/04/2025,28/04/2025,9,38,Male,Pakistani,4,Family,Mid,208224,Road (Coaster),216757,84456,34380,543817,Spring,PKR
2991,Bela,Dera Ghazi Khan,Punjab,806,31/01/2026,03/02/2026,3,21,Male,Foreign,3,Adventure,Luxury,140392,Flight,30272,32362,21890,224916,Winter,PKR
2992,Pattoki,Kargah Buddha,Gilgit-Baltistan,582,04/01/2026,11/01/2026,7,20,Female,Pakistani,4,Business,Budget,67172,Road (Car (SUV)),45661,38416,22652,173901,Winter,PKR
2993,Killa Saifullah,Bhodesar Temples,Sindh,892,03/07/2026,05/07/2026,2,30,Female,Pakistani,1,Leisure,Luxury,36292,Flight,10574,6790,4394,58050,Summer,PKR
2994,Digri,Minapin,Gilgit-Baltistan,1790,30/12/2026,05/01/2027,6,54,Male,Pakistani,1,Business,Mid,59064,Flight,22000,12846,9936,103846,Winter,PKR
2995,Chagai,Khaplu Fort,Gilgit-Baltistan,1670,24/05/2026,03/06/2026,10,20,Male,Pakistani,5,Adventure,Mid,393300,Flight,116740,75500,54550,640090,Spring,PKR
2996,Lodhran,Chalta Valley,Gilgit-Baltistan,1018,22/07/2026,29/07/2026,7,33,Male,Pakistani,4,Leisure,Budget,72366,Flight,50654,38920,11536,173476,Summer,PKR
2997,Rojhan,Phander Valley,Gilgit-Baltistan,1236,04/12/2026,09/12/2026,5,21,Male,Pakistani,1,Leisure,Luxury,199360,Flight,14678,20710,16875,251623,Winter,PKR
2998,Rasool Nagar,Muridke,Punjab,211,09/07/2026,11/07/2026,2,36,Male,Pakistani,3,Leisure,Mid,40728,Road (Car (Small)),10540,8208,6678,66154,Summer,PKR
2999,Kakepota,Karachi Zoo,Sindh,1091,12/12/2026,16/12/2026,4,26,Female,Pakistani,1,Business,Luxury,79348,Flight,12776,10956,7144,110224,Winter,PKR
3000,Takht-i-Bahi,Malam Jabba,KPK,96,20/11/2026,28/11/2026,8,40,Male,Foreign,3,Leisure,Budget,63094,Road (Car (Small)),5129,36388,19643,124254,Autumn,PKR
3001,Dinga,Chishtian,Punjab,328,20/05/2026,22/05/2026,2,34,Female,Pakistani,3,Business,Budget,11504,Road (Car (SUV)),26435,7164,3654,48757,Spring,PKR
3002,Wana,Naran,KPK,554,29/05/2025,07/06/2025,9,42,Female,Pakistani,5,Business,Mid,328995,Flight,30335,110385,74565,544280,Spring,PKR
3003,Raiwind,Siri Paye,KPK,509,28/07/2025,03/08/2025,6,56,Male,Pakistani,1,Business,Mid,68220,Flight,6049,9552,7494,91315,Summer,PKR
3004,Malakwal,Quaid e Azam Residency Ziarat,Balochistan,618,17/09/2026,20/09/2026,3,37,Female,Pakistani,2,Business,Mid,41007,Flight,15263,9252,8286,73808,Autumn,PKR
3005,Mithri,Laram Top,KPK,955,18/03/2026,24/03/2026,6,37,Male,Pakistani,3,Adventure,Budget,51048,Road (Hiace),98191,20196,13572,183007,Spring,PKR
3006,Taunsa,Pir Ghaib Waterfall,Balochistan,384,22/04/2025,26/04/2025,4,36,Male,Foreign,2,Leisure,Mid,56300,Road (Coaster),68652,23599,12999,161550,Spring,PKR
3007,Vehari,Faiz Mahal Khairpur,Sindh,470,15/10/2025,17/10/2025,2,27,Male,Pakistani,2,Adventure,Budget,11668,Road (Hiace),51291,5180,2008,70147,Autumn,PKR
3008,Sudhan Gali,Mailsi,Punjab,499,22/09/2025,24/09/2025,2,18,Male,Foreign,3,Adventure,Mid,49491,Road (Coaster),94567,15152,7405,166615,Autumn,PKR
3009,Tatta Pani,Jaranwala,Punjab,357,14/06/2025,16/06/2025,2,47,Male,Pakistani,6,Family,Luxury,109908,Flight,24715,36552,26772,197947,Summer,PKR
3010,Khar,Chiniot,Punjab,392,23/07/2026,25/07/2026,2,51,Male,Pakistani,2,Leisure,Mid,12484,Road (Car (SUV)),29971,5180,4892,52527,Summer,PKR
3011,Rawalakot,Toli Pir,AJK,9,12/04/2025,19/04/2025,7,51,Female,Pakistani,2,Leisure,Budget,35532,Road (Coaster),1426,20664,10080,67702,Spring,PKR
3012,Awaran,Karor Lal Esan,Punjab,1019,02/06/2026,05/06/2026,3,59,Female,Pakistani,4,Family,Budget,16644,Flight,51703,12096,6696,87139,Summer,PKR
3013,Sangla Hill,Frere Hall,Sindh,1176,16/11/2025,18/11/2025,2,64,Male,Pakistani,2,Business,Mid,22250,Flight,26037,5788,4928,59003,Autumn,PKR
3014,Kabal,Mangla Dam,AJK,274,09/10/2026,15/10/2026,6,36,Male,Foreign,5,Family,Luxury,757826,Flight,20232,98038,67249,943345,Autumn,PKR
3015,Sehwan Sharif,Chappar Gali,KPK,1227,25/09/2026,30/09/2026,5,52,Male,Foreign,3,Business,Luxury,439524,Flight,62204,53216,61265,616209,Autumn,PKR
3016,Chagai,Ushu Forest,KPK,1214,03/03/2026,10/03/2026,7,38,Female,Pakistani,6,Family,Luxury,555219,Flight,84345,184128,68124,891816,Spring,PKR
3017,Loralai,Kasur,Punjab,720,22/12/2026,27/12/2026,5,45,Female,Foreign,4,Business,Budget,44706,Road (Hiace),73748,27389,12487,158330,Winter,PKR
3018,Qilla Abdullah,Kahror Pakka,Punjab,523,01/04/2026,04/04/2026,3,51,Male,Pakistani,3,Adventure,Mid,42228,Road (Coaster),92737,14652,12168,161785,Spring,PKR
3019,Toba Tek Singh,Rush Lake,Gilgit-Baltistan,692,14/05/2026,21/05/2026,7,52,Female,Pakistani,2,Family,Budget,23226,Flight,19782,15260,11466,69734,Spring,PKR
3020,Mamund,Bhodesar Temples,Sindh,1446,21/05/2025,26/05/2025,5,35,Female,Pakistani,5,Business,Luxury,393870,Flight,91014,75100,45050,605034,Spring,PKR
3021,Pasni,Kargah Buddha,Gilgit-Baltistan,1673,09/02/2025,15/02/2025,6,40,Female,Pakistani,4,Family,Mid,99144,Flight,94475,61944,26784,282347,Winter,PKR
3022,Shabqadar,Rajanpur,Punjab,701,17/09/2025,22/09/2025,5,18,Female,Pakistani,3,Family,Mid,93280,Flight,27254,32895,14925,168354,Autumn,PKR
3023,Khar,Spin Khwar,KPK,150,14/03/2026,21/03/2026,7,39,Female,Pakistani,3,Business,Mid,146482,Road (Coaster),22645,37926,22449,229502,Spring,PKR
3024,Leiah,Quaid e Azam Residency Ziarat,Balochistan,386,20/04/2026,22/04/2026,2,28,Male,Foreign,4,Family,Mid,34647,Flight,21689,21540,13958,91834,Spring,PKR
3025,Ahmadpur East,Astore Valley,Gilgit-Baltistan,837,25/03/2026,31/03/2026,6,63,Male,Pakistani,4,Adventure,Luxury,317064,Flight,45205,87144,76992,526405,Spring,PKR
3026,Kharan,Chagai Hills,Balochistan,105,02/01/2026,05/01/2026,3,59,Male,Pakistani,6,Family,Budget,46692,Flight,7621,24138,9792,88243,Winter,PKR
3027,Moro,Fort Abbas,Punjab,696,27/07/2026,29/07/2026,2,37,Male,Pakistani,6,Leisure,Mid,64488,Flight,48585,16368,12240,141681,Summer,PKR
3028,Tando Qaiser,Vehari,Punjab,603,02/02/2025,07/02/2025,5,21,Female,Pakistani,2,Family,Mid,41685,Road (Car (Small)),30696,20750,9990,103121,Winter,PKR
3029,Mirpur Mathelo,Gulapur,Gilgit-Baltistan,1224,04/08/2026,09/08/2026,5,23,Male,Pakistani,5,Leisure,Mid,163695,Flight,73582,67850,42325,347452,Summer,PKR
3030,Badin,Dunyapur,Punjab,651,01/05/2026,03/05/2026,2,51,Male,Pakistani,2,Family,Mid,22662,Road (Car (Small)),32380,7628,3040,65710,Spring,PKR
3031,Pind Dadan Khan,Mamu Kanjan,Punjab,224,04/12/2026,09/12/2026,5,30,Male,Pakistani,2,Adventure,Budget,14060,Road (Car (Small)),11410,9820,6960,42250,Winter,PKR
3032,Muzaffarabad,Mud Volcano Hingol,Balochistan,1514,09/03/2025,14/03/2025,5,25,Female,Pakistani,2,Business,Budget,20505,Road (Coaster),227217,12660,5170,265552,Spring,PKR
3033,Khwazakhela,Sudhan Gali,AJK,238,09/09/2025,16/09/2025,7,37,Female,Pakistani,3,Family,Mid,161434,Road (Car (SUV)),19611,46809,18102,245956,Autumn,PKR
3034,Jamshoro,Ghizer Valley,Gilgit-Baltistan,1338,16/01/2025,24/01/2025,8,28,Female,Pakistani,6,Business,Budget,126000,Flight,97082,64800,36912,324794,Winter,PKR
3035,Bhimber,Hill Park Karachi,Sindh,1535,21/11/2025,26/11/2025,5,54,Female,Pakistani,1,Business,Mid,62570,Flight,21895,10525,8510,103500,Autumn,PKR
3036,Barkhan,Kurram Valley,KPK,580,22/08/2025,28/08/2025,6,21,Male,Pakistani,3,Adventure,Budget,48096,Road (Coaster),89529,25956,16092,179673,Summer,PKR
3037,Digri,Birir Valley,KPK,1222,29/05/2025,08/06/2025,10,55,Female,Pakistani,3,Family,Mid,241720,Flight,43485,62340,50970,398515,Spring,PKR
3038,Miran Shah,Blind Lake,Gilgit-Baltistan,792,26/09/2025,02/10/2025,6,58,Female,Foreign,4,Business,Luxury,521469,Flight,49077,94335,85937,750818,Autumn,PKR
3039,Toli Pir,Layyah,Punjab,541,31/07/2026,02/08/2026,2,18,Male,Pakistani,6,Leisure,Budget,19326,Road (Hiace),54552,14232,6312,94422,Summer,PKR
3040,Chowk Azam,Muzaffargarh,Punjab,143,09/03/2025,12/03/2025,3,42,Female,Pakistani,2,Leisure,Budget,6777,Road (Coaster),21029,6198,2892,36896,Spring,PKR
3041,Chobara,K-2 Base Camp,Gilgit-Baltistan,831,15/03/2025,24/03/2025,9,18,Male,Pakistani,3,Family,Mid,227736,Flight,34364,45387,31590,339077,Spring,PKR
3042,Matiari,Babusar Top,Gilgit-Baltistan,1289,26/12/2025,05/01/2026,10,42,Male,Pakistani,6,Adventure,Luxury,879150,Flight,91190,238440,115080,1323860,Winter,PKR
3043,Parachinar,Cape Monze,Sindh,1357,01/03/2026,03/03/2026,2,59,Male,Pakistani,6,Adventure,Mid,71994,Flight,101117,23976,12528,209615,Spring,PKR
3044,Dheerkot,Tatta Pani,AJK,66,27/09/2026,04/10/2026,7,19,Female,Pakistani,2,Leisure,Budget,25683,Road (Car (Small)),3269,12250,10164,51366,Autumn,PKR
3045,Raiwind,Sillanwali,Punjab,186,24/11/2025,26/11/2025,2,34,Male,Foreign,4,Adventure,Mid,53146,Flight,9711,20809,10110,93776,Autumn,PKR
3046,Dargai,Dhandh Wildlife Sanctuary,Sindh,1159,23/10/2026,27/10/2026,4,64,Male,Pakistani,4,Adventure,Mid,70240,Flight,65618,28464,20064,184386,Autumn,PKR
3047,Banjosa,Kuz Gali,KPK,62,14/05/2025,20/05/2025,6,45,Male,Pakistani,2,Leisure,Luxury,229518,Road (Coaster),10034,59412,19284,318248,Spring,PKR
3048,Hattian Bala,Port Grand,Sindh,1342,22/05/2026,27/05/2026,5,60,Male,Pakistani,6,Adventure,Mid,181395,Road (Coaster),188660,68700,49650,488405,Spring,PKR
3049,Kalat,Rojhan,Punjab,369,02/10/2025,06/10/2025,4,24,Female,Pakistani,5,Adventure,Luxury,359784,Road (Car (SUV)),26218,58840,42520,487362,Autumn,PKR
3050,Pattoki,Pindi Bhattian,Punjab,144,14/04/2025,16/04/2025,2,44,Male,Pakistani,3,Business,Budget,15604,Road (Coaster),22622,5340,3168,46734,Spring,PKR
3051,North Nazimabad,Shigar Fort,Gilgit-Baltistan,1854,29/07/2025,04/08/2025,6,22,Female,Pakistani,5,Adventure,Budget,69714,Flight,111111,43680,16560,241065,Summer,PKR
3052,Narowal,Charsadda,KPK,461,08/04/2025,16/04/2025,8,47,Male,Pakistani,6,Leisure,Budget,73992,Flight,34838,39360,38496,186686,Spring,PKR
3053,Lower Dir,Aliabad,Gilgit-Baltistan,337,31/07/2026,09/08/2026,9,40,Female,Foreign,4,Leisure,Mid,228084,Flight,18803,73280,60864,381031,Summer,PKR
3054,Arang Kel,Pattoki,Punjab,553,08/04/2025,11/04/2025,3,57,Female,Pakistani,3,Adventure,Luxury,172050,Flight,22278,26856,21816,243000,Spring,PKR
3055,Parachinar,Ahmadpur East,Punjab,676,27/12/2026,30/12/2026,3,49,Male,Foreign,4,Adventure,Budget,27553,Road (Hiace),72373,16068,9210,125204,Winter,PKR
3056,Lalian,Naran,KPK,411,06/07/2026,12/07/2026,6,49,Male,Pakistani,1,Family,Mid,77616,Flight,5712,11364,9300,103992,Summer,PKR
3057,Chikkar,Qissa Khwani Bazaar,KPK,258,31/08/2026,05/09/2026,5,63,Female,Pakistani,6,Business,Mid,203370,Road (Coaster),37461,80280,53820,374931,Summer,PKR
3058,Ratodero,Khaplu,Gilgit-Baltistan,1120,25/05/2025,03/06/2025,9,49,Male,Foreign,1,Business,Mid,98255,Flight,16260,23359,13336,151210,Spring,PKR
3059,Fort Abbas,Kel,AJK,863,24/12/2025,30/12/2025,6,23,Female,Pakistani,1,Adventure,Budget,31056,Flight,9379,7464,3786,51685,Winter,PKR
3060,Jhol,Pindi Bhattian,Punjab,975,12/10/2025,16/10/2025,4,65,Male,Pakistani,4,Leisure,Mid,74368,Flight,53298,31120,17120,175906,Autumn,PKR
3061,Kahror Pakka,Hoper Glacier,Gilgit-Baltistan,992,04/10/2025,09/10/2025,5,33,Male,Pakistani,1,Leisure,Luxury,174255,Flight,13193,21615,11000,220063,Autumn,PKR
3062,Besham,Hunza Glacier,Gilgit-Baltistan,257,09/02/2026,19/02/2026,10,41,Female,Pakistani,2,Adventure,Mid,119040,Road (Car (Small)),13068,49640,35940,217688,Winter,PKR
3063,Malir,Muzaffarabad,AJK,1511,05/06/2025,15/06/2025,10,33,Male,Pakistani,5,Business,Luxury,1078980,Flight,94791,178050,87000,1438821,Summer,PKR
3064,Buner,Lahore,Punjab,481,09/12/2025,14/12/2025,5,32,Male,Pakistani,1,Business,Budget,18960,Road (Car (Small)),27142,4515,1920,52537,Winter,PKR
3065,Daska,Jahaz Banda,KPK,521,02/06/2025,10/06/2025,8,55,Male,Pakistani,5,Family,Budget,77520,Road (Car (Small)),23625,51600,18280,171025,Summer,PKR
3066,Chichawatni,Kabirwala,Punjab,95,01/03/2025,06/03/2025,5,39,Female,Pakistani,3,Leisure,Budget,33450,Road (Coaster),15128,17805,9405,75788,Spring,PKR
3067,Sillanwali,Bukkur Island,Sindh,619,27/02/2026,03/03/2026,4,46,Male,Pakistani,5,Family,Mid,138012,Road (Car (Small)),28288,46880,21540,234720,Winter,PKR
3068,Dera Bugti,Mehrgarh,Balochistan,145,09/07/2026,14/07/2026,5,51,Male,Foreign,4,Family,Luxury,415442,Road (Car (SUV)),12905,104423,58324,591094,Summer,PKR
3069,Dera Ismail Khan,Kaghan,KPK,496,01/07/2025,09/07/2025,8,46,Male,Pakistani,2,Adventure,Budget,25168,Road (Hiace),55065,22128,12240,114601,Summer,PKR
3070,Jhol,Muzaffarabad,AJK,1033,10/08/2025,16/08/2025,6,42,Male,Pakistani,6,Leisure,Budget,78138,Flight,78583,42876,22608,222205,Summer,PKR
3071,Jhang,Wah Cantonment,Punjab,340,28/10/2025,31/10/2025,3,43,Male,Pakistani,6,Leisure,Mid,87129,Road (Car (Small)),17256,23058,18540,145983,Autumn,PKR
3072,Karor Lal Esan,Sahiwal,Punjab,242,08/11/2026,11/11/2026,3,24,Male,Pakistani,4,Adventure,Mid,62472,Flight,12732,15444,9936,100584,Autumn,PKR
3073,Ishkoman,Chandragup Mud Volcano,Balochistan,1506,09/06/2026,11/06/2026,2,64,Male,Foreign,2,Family,Luxury,42343,Road (Car (Small)),91643,11520,8862,154368,Summer,PKR
3074,Jamshoro,Basirpur,Punjab,810,30/11/2026,04/12/2026,4,52,Male,Pakistani,1,Adventure,Mid,29100,Flight,9019,6824,4692,49635,Autumn,PKR
3075,Passu,Rama Lake,Gilgit-Baltistan,229,04/12/2026,13/12/2026,9,28,Male,Pakistani,5,Leisure,Budget,136350,Road (Coaster),35095,55620,40050,267115,Winter,PKR
3076,Islamkot,Kutton (Jagged),AJK,1280,16/03/2026,21/03/2026,5,58,Male,Foreign,4,Leisure,Budget,54030,Flight,64144,21013,18197,157384,Spring,PKR
3077,Kurram,Faiz Mahal Khairpur,Sindh,721,17/12/2025,19/12/2025,2,65,Female,Foreign,3,Adventure,Budget,28432,Road (Coaster),136691,6188,4279,175590,Winter,PKR
3078,Ghalanai,Gindai Gol,Gilgit-Baltistan,338,04/02/2025,09/02/2025,5,32,Male,Pakistani,1,Business,Budget,25645,Road (Coaster),53601,6115,2235,87596,Winter,PKR
3079,Jati,Pakpattan,Punjab,1041,06/03/2026,11/03/2026,5,34,Female,Pakistani,5,Business,Mid,132540,Road (Car (SUV)),69155,52100,27950,281745,Spring,PKR
3080,Usta Muhammad,Sara-i-Naurang,KPK,671,20/05/2025,25/05/2025,5,43,Male,Pakistani,3,Adventure,Luxury,365180,Flight,22137,71865,43920,503102,Spring,PKR
3081,Gulshan-e-Maymar,Rama Lake,Gilgit-Baltistan,1642,19/06/2025,29/06/2025,10,45,Female,Pakistani,2,Business,Mid,101620,Flight,41830,38120,30200,211770,Summer,PKR
3082,Jacobabad,Gilgit,Gilgit-Baltistan,1225,01/05/2025,06/05/2025,5,25,Male,Pakistani,3,Family,Mid,102640,Road (Car (Small)),63680,25560,22320,214200,Spring,PKR
3083,Pithoro,Nankana Sahib,Punjab,1090,10/06/2025,13/06/2025,3,31,Female,Pakistani,1,Adventure,Mid,23952,Flight,12426,3960,3219,43557,Summer,PKR
3084,Bin Qasim,Vehari,Punjab,824,31/05/2025,03/06/2025,3,35,Male,Pakistani,6,Adventure,Budget,21762,Road (Coaster),135408,21276,8604,187050,Spring,PKR
3085,Malir,Tatta Pani,AJK,1685,19/07/2026,25/07/2026,6,18,Female,Pakistani,2,Business,Budget,28326,Flight,45753,12780,10056,96915,Summer,PKR
3086,Pakpattan,Chilam Chowki,Gilgit-Baltistan,801,15/06/2026,22/06/2026,7,28,Female,Pakistani,1,Family,Luxury,278103,Flight,9704,24164,17941,329912,Summer,PKR
3087,Shabqadar,Chappar Gali,KPK,220,13/07/2025,22/07/2025,9,64,Female,Pakistani,1,Family,Luxury,244368,Road (Coaster),36623,38511,29511,349013,Summer,PKR
3088,Talhar,Nanga Parbat Base Camp (Fairy Meadows),Gilgit-Baltistan,1465,24/11/2026,30/11/2026,6,26,Male,Pakistani,2,Leisure,Luxury,222474,Flight,32533,51936,38868,345811,Autumn,PKR
3089,Nazir Town,Rojhan,Punjab,850,26/01/2025,31/01/2025,5,31,Male,Foreign,1,Business,Luxury,128557,Flight,13604,18333,10915,171409,Winter,PKR
3090,Shangla,Hammerhead Gwadar,Balochistan,1598,02/04/2025,07/04/2025,5,33,Male,Pakistani,5,Family,Budget,54405,Flight,110719,44550,22850,232524,Spring,PKR
3091,Badin,Gondogoro La,Gilgit-Baltistan,1713,21/08/2026,30/08/2026,9,53,Female,Pakistani,2,Adventure,Mid,129249,Flight,41815,35208,26532,232804,Summer,PKR
3092,Kalam,Aliabad,Gilgit-Baltistan,259,19/07/2025,26/07/2025,7,59,Female,Foreign,4,Business,Luxury,550826,Road (Coaster),44109,109414,61106,765455,Summer,PKR
3093,Banjosa,Multan,Punjab,502,22/02/2026,26/02/2026,4,34,Female,Pakistani,2,Family,Budget,12240,Flight,13292,5264,4232,35028,Winter,PKR
3094,Gulistan-e-Johar,Multan,Punjab,739,07/08/2026,12/08/2026,5,55,Female,Pakistani,5,Business,Mid,94530,Road (Car (SUV)),49850,54325,24825,223530,Summer,PKR
3095,Gaggo Mandi,Dunga Gali,KPK,446,20/08/2026,26/08/2026,6,51,Female,Pakistani,1,Business,Mid,71826,Road (Car (Small)),22909,15228,7092,117055,Summer,PKR
3096,Bagh,Peshawar,KPK,204,05/09/2026,13/09/2026,8,39,Female,Pakistani,4,Adventure,Mid,132528,Road (Car (Small)),9634,86080,38144,266386,Autumn,PKR
3097,Ormara,Rani Bagh Hyderabad,Sindh,451,25/11/2026,27/11/2026,2,53,Female,Foreign,5,Family,Mid,79649,Road (Car (Small)),24856,18086,10487,133078,Autumn,PKR
3098,Jhawarian,Khalti Lake,Gilgit-Baltistan,556,08/09/2025,13/09/2025,5,44,Female,Pakistani,5,Business,Luxury,578505,Road (Hiace),58375,99300,50850,787030,Autumn,PKR
3099,Nankana Sahib,Dera Ismail Khan,KPK,352,27/06/2025,03/07/2025,6,45,Female,Foreign,4,Family,Luxury,390366,Road (Car (Small)),19432,100179,83249,593226,Summer,PKR
3100,Umerkot,Jiwani Beach,Balochistan,1028,29/08/2026,31/08/2026,2,48,Female,Pakistani,3,Family,Mid,53788,Flight,34656,11610,5880,105934,Summer,PKR
3101,Chiniot,Gujranwala,Punjab,127,13/10/2025,18/10/2025,5,47,Male,Pakistani,1,Adventure,Budget,11630,Road (Coaster),19515,4975,2410,38530,Autumn,PKR
3102,Chakwal,Sheosar Lake,Gilgit-Baltistan,332,20/04/2025,26/04/2025,6,26,Male,Pakistani,5,Leisure,Mid,254754,Flight,19389,46020,33450,353613,Spring,PKR
3103,Vihari,Sonmiani Beach,Sindh,952,23/06/2026,27/06/2026,4,52,Female,Pakistani,1,Business,Mid,33464,Flight,13218,5796,4896,57374,Summer,PKR
3104,Layyah,Attabad Lake,Gilgit-Baltistan,804,10/04/2026,16/04/2026,6,28,Male,Pakistani,5,Leisure,Budget,79362,Road (Car (Small)),42103,30900,13470,165835,Spring,PKR
3105,Alpuri,Sara-i-Naurang,KPK,229,28/11/2025,04/12/2025,6,22,Male,Pakistani,6,Adventure,Budget,94050,Flight,18116,52812,14724,179702,Autumn,PKR
3106,Chiniot,Swat Valley,KPK,421,31/10/2026,09/11/2026,9,53,Male,Pakistani,3,Leisure,Budget,74430,Road (Car (SUV)),29240,32319,19305,155294,Autumn,PKR
3107,Thall,Trango Towers,Gilgit-Baltistan,671,10/06/2025,18/06/2025,8,20,Female,Foreign,3,Business,Budget,99838,Flight,32537,38252,11301,181928,Summer,PKR
3108,Bozdar,Mardan,KPK,948,07/01/2026,13/01/2026,6,19,Male,Pakistani,6,Adventure,Mid,191988,Flight,78498,59004,30096,359586,Winter,PKR
3109,Bhirya Road,Juniper Forest Ziarat,Balochistan,496,12/05/2026,14/05/2026,2,33,Male,Pakistani,6,Leisure,Luxury,174438,Flight,33486,32460,21876,262260,Spring,PKR
3110,Skardu,Lodhran,Punjab,860,26/02/2025,01/03/2025,3,55,Male,Pakistani,1,Family,Mid,33672,Flight,11243,6186,2418,53519,Winter,PKR
3111,Buner,Ushu Forest,KPK,155,31/08/2025,06/09/2025,6,54,Male,Pakistani,4,Adventure,Mid,146868,Road (Car (SUV)),11438,53784,31008,243098,Summer,PKR
3112,Jhang,Bala Hissar (Peshawar),KPK,401,20/07/2026,25/07/2026,5,37,Male,Pakistani,2,Family,Mid,41790,Flight,10161,16890,15300,84141,Summer,PKR
3113,Moro,Bukkur Island,Sindh,166,19/01/2025,21/01/2025,2,32,Female,Pakistani,6,Business,Luxury,178926,Road (Hiace),17141,42552,34404,273023,Winter,PKR
3114,Bhakkar,Rumbur Valley,KPK,474,24/10/2026,29/10/2026,5,56,Male,Pakistani,2,Adventure,Budget,22685,Road (Car (Small)),22069,11560,4530,60844,Autumn,PKR
3115,Nagar,Bubind,Gilgit-Baltistan,25,24/12/2025,01/01/2026,8,20,Male,Pakistani,1,Adventure,Mid,94240,Road (Car (Small)),1241,19752,11592,126825,Winter,PKR
3116,Dera Ismail Khan,Sharaqpur,Punjab,384,21/11/2026,24/11/2026,3,58,Female,Pakistani,3,Adventure,Mid,69120,Road (Coaster),57877,14769,8586,150352,Autumn,PKR
3117,Gaggo Mandi,Batura Glacier,Gilgit-Baltistan,978,24/07/2026,31/07/2026,7,49,Male,Pakistani,2,Family,Mid,75460,Flight,26420,27510,15274,144664,Summer,PKR
3118,Islamkot,Kot Momin,Punjab,1152,28/04/2025,03/05/2025,5,61,Female,Pakistani,3,Business,Budget,37680,Flight,41743,13545,7290,100258,Spring,PKR
3119,Killa Saifullah,Faisalabad,Punjab,631,29/05/2025,31/05/2025,2,58,Female,Pakistani,4,Business,Mid,30412,Flight,35594,17576,7376,90958,Spring,PKR
3120,Hasilpur,Satpara Lake,Gilgit-Baltistan,901,23/05/2025,02/06/2025,10,55,Male,Pakistani,4,Leisure,Budget,109980,Flight,40992,33000,27560,211532,Spring,PKR
3121,Landhi,Karak,KPK,1014,30/04/2025,09/05/2025,9,34,Female,Pakistani,6,Business,Mid,249345,Flight,72181,102870,66312,490708,Spring,PKR
3122,Gol Basti,Lalian,Punjab,266,14/01/2025,19/01/2025,5,28,Male,Pakistani,2,Business,Mid,38280,Flight,6233,18760,12740,76013,Winter,PKR
3123,Kahror Pakka,Omar Gol,KPK,824,11/07/2025,17/07/2025,6,52,Male,Pakistani,3,Business,Luxury,457368,Flight,27553,77670,36792,599383,Summer,PKR
3124,Barikot,Bahawalnagar,Punjab,659,17/07/2026,21/07/2026,4,35,Female,Pakistani,5,Leisure,Mid,132312,Road (Coaster),108630,28180,16320,285442,Summer,PKR
3125,Wah Cantonment,Tatta Pani,AJK,142,17/06/2025,26/06/2025,9,55,Male,Pakistani,6,Business,Mid,240111,Flight,11780,96066,88074,436031,Summer,PKR
3126,Mardan,Alipur Chatha,Punjab,307,07/05/2026,12/05/2026,5,42,Male,Pakistani,5,Business,Mid,130650,Road (Hiace),31303,53000,16200,231153,Spring,PKR
3127,Arang Kel,Mirpur,AJK,248,11/09/2025,18/09/2025,7,54,Female,Pakistani,2,Business,Mid,56889,Road (Coaster),37184,37632,19488,151193,Autumn,PKR
3128,Daulatpur,Lake Saif-ul-Malook,KPK,1347,14/09/2025,19/09/2025,5,33,Female,Foreign,2,Business,Mid,54324,Flight,45186,18064,12486,130060,Autumn,PKR
3129,Bela,Karimabad,Gilgit-Baltistan,1790,01/08/2026,08/08/2026,7,25,Female,Foreign,1,Leisure,Mid,73596,Flight,25649,19981,12955,132181,Summer,PKR
3130,Hala,Golden Beach Gwadar,Balochistan,660,16/05/2026,21/05/2026,5,32,Male,Foreign,6,Adventure,Luxury,436163,Flight,50591,125201,85010,696965,Spring,PKR
3131,Ladha,Nazir Town,Punjab,369,30/08/2026,04/09/2026,5,27,Female,Foreign,1,Leisure,Mid,49902,Road (Coaster),70109,6965,6322,133298,Summer,PKR
3132,Sinjhoro,Lansdowne Bridge Sukkur,Sindh,211,26/01/2025,30/01/2025,4,45,Female,Pakistani,3,Adventure,Mid,108328,Road (Hiace),23236,27456,15384,174404,Winter,PKR
3133,Gharo,Thandiani,KPK,1551,28/02/2026,07/03/2026,7,49,Male,Pakistani,3,Family,Mid,176582,Flight,54047,47712,20664,299005,Winter,PKR
3134,Ladha,Kahror Pakka,Punjab,419,22/08/2025,26/08/2025,4,49,Female,Pakistani,2,Leisure,Mid,25320,Road (Hiace),47967,12272,8144,93703,Summer,PKR
3135,Sehwan Sharif,Barpu,Gilgit-Baltistan,1285,12/11/2025,18/11/2025,6,30,Male,Pakistani,4,Adventure,Budget,64368,Flight,68375,31656,15048,179447,Autumn,PKR
3136,Kot Addu,Saral Lake,AJK,715,18/03/2026,28/03/2026,10,20,Male,Foreign,6,Leisure,Mid,399704,Flight,55295,102151,64931,622081,Spring,PKR
3137,Jacobabad,Bahrain,KPK,1028,09/11/2026,19/11/2026,10,31,Male,Pakistani,5,Leisure,Budget,99240,Flight,56901,66900,26700,249741,Autumn,PKR
