Trip ID,Destination,Region,Start date,End date,Duration (days),Traveler age,Traveler gender,Traveler nationality,Group size,Trip type,Accommodation type,Accommodation cost,Transportation type,Transportation cost,Food cost,Activities cost,Total cost,Season,Currency
2603,Peshawar Museum,KPK,2025-06-28,2025-07-02,4,28,Female,Pakistani,4,Family,Luxury,151536,Road,12921,111456,13588,289501,Summer,PKR
2604,Rahim Yar Khan,Punjab,2026-08-29,2026-09-02,4,25,Female,Pakistani,4,Business,Budget,10888,Road,16953,27824,2988,58653,Summer,PKR
2605,Mashabrum,Gilgit-Baltistan,2026-07-03,2026-07-13,10,21,Female,Pakistani,2,Adventure,Budget,46600,Road,36652,43420,8620,135292,Summer,PKR
2606,Biang Gali,KPK,2025-08-10,2025-08-17,7,53,Female,Pakistani,5,Family,Budget,30149,Road,4000,74900,5915,114964,Summer,PKR
2607,Mansehra,KPK,2025-09-11,2025-09-15,4,23,Female,Pakistani,1,Business,Budget,13116,Road,19572,6792,3564,43044,Autumn,PKR
2608,Pharwala Fort,Punjab,2025-06-29,2025-07-08,9,25,Female,Pakistani,2,Leisure,Luxury,243900,Road,27506,57456,22869,351731,Summer,PKR
2609,Kasur,Punjab,2026-08-23,2026-08-29,6,59,Female,Pakistani,4,Family,Mid,40188,Road,4820,52104,6540,103652,Summer,PKR
2610,Khunjerab Pass,Gilgit-Baltistan,2026-09-27,2026-10-06,9,40,Female,Foreign,3,Business,Mid,90594,Road,28627,66393,18153,203767,Autumn,PKR
2611,Saral Lake,AJK,2026-10-31,2026-11-05,5,23,Female,Pakistani,5,Leisure,Mid,45685,Road,29182,67725,12480,155072,Autumn,PKR
2612,Kumrat Valley,KPK,2026-11-08,2026-11-11,3,56,Female,Foreign,1,Family,Budget,14781,Flight,16529,4962,1509,37781,Autumn,PKR
2613,Sost,Gilgit-Baltistan,2025-09-04,2025-09-07,3,51,Male,Foreign,4,Adventure,Budget,12432,Road,5195,16668,3048,37343,Autumn,PKR
2614,Biafo Glacier,Gilgit-Baltistan,2025-08-21,2025-08-27,6,18,Male,Pakistani,1,Adventure,Luxury,222468,Road,26028,37746,27096,313338,Summer,PKR
2615,Narowal,Punjab,2025-11-18,2025-11-25,7,50,Male,Foreign,5,Business,Budget,18963,Road,28044,67060,4179,118246,Autumn,PKR
2616,Kund,KPK,2026-11-15,2026-11-19,4,46,Male,Foreign,3,Adventure,Budget,13796,Road,3556,24180,2004,43536,Autumn,PKR
2617,Changa Manga,Punjab,2026-08-24,2026-08-27,3,53,Female,Foreign,5,Family,Luxury,76047,Road,7022,70920,9030,163019,Summer,PKR
2618,Tomb of Shah Rukn-e-Alam,Punjab,2026-02-22,2026-02-25,3,29,Male,Pakistani,1,Business,Luxury,51864,Road,1960,9801,10107,73732,Winter,PKR
2619,Snow Lake (Hispar),Gilgit-Baltistan,2026-01-16,2026-01-25,9,44,Male,Pakistani,5,Leisure,Budget,33336,Road,4710,59535,5211,102792,Winter,PKR
2620,Banjosa Lake,AJK,2025-06-11,2025-06-15,4,59,Male,Pakistani,1,Family,Luxury,121048,Road,7710,22408,16400,167566,Summer,PKR
2621,Parachinar,KPK,2026-12-30,2027-01-07,8,22,Female,Foreign,2,Business,Luxury,212096,Road,28938,92592,17544,351170,Winter,PKR
2622,Tank,KPK,2026-07-07,2026-07-09,2,44,Male,Foreign,2,Adventure,Mid,26696,Road,7830,9540,3878,47944,Summer,PKR
2623,Juniper Forest Ziarat,Balochistan,2026-12-23,2027-01-02,10,59,Male,Pakistani,1,Family,Luxury,323540,Flight,31390,36980,38400,430310,Winter,PKR
2624,Empress Market,Sindh,2025-08-07,2025-08-10,3,55,Female,Foreign,1,Leisure,Mid,38046,Flight,17208,6027,5664,66945,Summer,PKR
2625,Faiz Mahal Khairpur,Sindh,2025-01-06,2025-01-16,10,51,Male,Pakistani,1,Leisure,Mid,130410,Road,7800,24830,24470,187510,Winter,PKR
2626,Singal,Gilgit-Baltistan,2026-06-04,2026-06-14,10,59,Male,Pakistani,2,Family,Budget,46690,Flight,75390,41200,8950,172230,Summer,PKR
2627,Shalimar Gardens,Punjab,2025-11-12,2025-11-18,6,31,Male,Foreign,5,Business,Mid,52248,Road,1488,99780,4944,158460,Autumn,PKR
2628,Baragali,KPK,2025-09-02,2025-09-12,10,24,Female,Foreign,4,Business,Mid,120660,Road,2568,83320,10950,217498,Autumn,PKR
2629,Bhodesar Temples,Sindh,2026-05-09,2026-05-18,9,30,Female,Foreign,5,Business,Budget,43740,Road,12777,64035,7317,127869,Spring,PKR
2630,Khabikki Lake,Punjab,2026-02-17,2026-02-21,4,45,Female,Foreign,2,Business,Luxury,109584,Road,12597,24632,13820,160633,Winter,PKR
2631,Gandogar,KPK,2025-05-06,2025-05-13,7,37,Female,Foreign,3,Business,Mid,88900,Road,13238,47187,7385,156710,Spring,PKR
2632,Khewra Salt Mines,Punjab,2026-02-01,2026-02-10,9,49,Male,Foreign,3,Adventure,Mid,66816,Road,7576,88830,13005,176227,Winter,PKR
2633,Swabi,KPK,2025-03-30,2025-04-01,2,49,Male,Pakistani,4,Family,Mid,26108,Road,30628,17440,3240,77416,Spring,PKR
2634,Lakki Marwat,KPK,2026-11-27,2026-12-03,6,28,Female,Foreign,1,Leisure,Mid,50928,Road,28200,22728,11190,113046,Autumn,PKR
2635,Astore Valley,Gilgit-Baltistan,2026-01-31,2026-02-10,10,50,Female,Foreign,4,Adventure,Mid,117410,Road,19129,96880,16990,250409,Winter,PKR
2636,Yasin Valley,Gilgit-Baltistan,2026-01-27,2026-02-03,7,51,Female,Pakistani,4,Family,Mid,67732,Road,21506,73556,15050,177844,Winter,PKR
2637,Tatta Pani,AJK,2026-06-28,2026-07-04,6,25,Male,Pakistani,5,Leisure,Mid,68388,Road,6919,117270,13938,206515,Summer,PKR
2638,Kharan Desert,Balochistan,2025-10-25,2025-10-31,6,18,Male,Foreign,4,Business,Budget,31590,Road,11366,58920,5556,107432,Autumn,PKR
2639,Kohat,KPK,2026-06-17,2026-06-22,5,27,Male,Pakistani,4,Adventure,Budget,26430,Road,10088,37640,5520,79678,Summer,PKR
2640,Rabwah,Punjab,2025-07-04,2025-07-06,2,18,Male,Foreign,4,Adventure,Luxury,46902,Road,2352,27032,5106,81392,Summer,PKR
2641,Mashabrum,Gilgit-Baltistan,2025-07-20,2025-07-26,6,46,Male,Foreign,2,Leisure,Mid,57288,Road,7803,26844,8868,100803,Summer,PKR
2642,Mahodand Lake,KPK,2025-01-08,2025-01-14,6,59,Male,Foreign,2,Business,Luxury,183894,Road,5050,81948,15678,286570,Winter,PKR
2643,Singal,Gilgit-Baltistan,2025-05-07,2025-05-11,4,46,Female,Foreign,1,Family,Budget,21760,Road,15435,4856,3056,45107,Spring,PKR
2644,Dera Ismail Khan,KPK,2026-11-05,2026-11-14,9,45,Male,Foreign,4,Adventure,Mid,93330,Road,4084,136692,22203,256309,Autumn,PKR
2645,Saral Lake,AJK,2025-04-16,2025-04-23,7,23,Male,Foreign,5,Business,Mid,69629,Flight,224505,92540,12593,399267,Spring,PKR
2646,Lansdowne Bridge Sukkur,Sindh,2026-09-25,2026-10-02,7,56,Female,Pakistani,3,Family,Mid,51016,Flight,123021,51912,11396,237345,Autumn,PKR
2647,Rahim Yar Khan,Punjab,2025-04-27,2025-05-03,6,25,Female,Foreign,1,Leisure,Luxury,111402,Road,8892,33654,18378,172326,Spring,PKR
2648,Bala Hissar (Peshawar),KPK,2026-10-17,2026-10-26,9,33,Female,Pakistani,5,Business,Mid,78174,Flight,169085,106290,22392,375941,Autumn,PKR
2649,Tarishing Valley,Gilgit-Baltistan,2026-09-22,2026-09-28,6,60,Female,Pakistani,2,Adventure,Mid,80376,Road,28749,44220,8682,162027,Autumn,PKR
2650,Birir Valley,KPK,2025-08-24,2025-09-03,10,60,Female,Foreign,1,Adventure,Budget,47510,Road,10625,16280,7130,81545,Summer,PKR
2651,Rawalpindi,Punjab,2026-01-22,2026-01-29,7,20,Female,Pakistani,3,Family,Mid,45521,Road,11001,43764,6965,107251,Winter,PKR
2652,Hafizabad,Punjab,2026-09-11,2026-09-16,5,56,Female,Foreign,2,Business,Budget,16270,Road,9083,19290,4270,48913,Autumn,PKR
2653,Ansoo Lake,KPK,2026-06-06,2026-06-10,4,33,Male,Pakistani,4,Adventure,Mid,35988,Flight,124816,56992,5304,223100,Summer,PKR
2654,Garelt,Gilgit-Baltistan,2026-12-30,2027-01-03,4,24,Male,Pakistani,2,Leisure,Budget,19808,Road,19830,17568,3652,60858,Winter,PKR
2655,Madyan,KPK,2025-04-05,2025-04-14,9,48,Female,Pakistani,4,Adventure,Mid,104049,Road,20748,96444,13068,234309,Spring,PKR
2656,Tirah Valley,KPK,2026-11-16,2026-11-26,10,55,Female,Pakistani,3,Family,Budget,34390,Road,4564,39150,11840,89944,Autumn,PKR
2657,Faiz Mahal Khairpur,Sindh,2026-12-18,2026-12-26,8,56,Female,Foreign,1,Leisure,Luxury,267896,Road,28712,49792,14392,360792,Winter,PKR
2658,Gandogar,KPK,2026-09-01,2026-09-05,4,58,Male,Pakistani,4,Leisure,Mid,45804,Road,10701,51168,9516,117189,Autumn,PKR
2659,Hispar Glacier,Gilgit-Baltistan,2026-03-01,2026-03-07,6,47,Male,Foreign,1,Business,Mid,74352,Flight,26023,15204,12438,128017,Spring,PKR
2660,Tomb of Shah Rukn-e-Alam,Punjab,2025-01-27,2025-01-30,3,27,Male,Pakistani,1,Business,Budget,11421,Road,10620,5304,1467,28812,Winter,PKR
2661,Lahore,Punjab,2026-08-14,2026-08-23,9,22,Female,Pakistani,4,Business,Mid,95553,Road,1032,72036,16623,185244,Summer,PKR
2662,Gulmit,Gilgit-Baltistan,2026-05-24,2026-05-31,7,57,Female,Foreign,1,Adventure,Budget,23562,Road,16170,15344,3570,58646,Spring,PKR
2663,Mianwali,Punjab,2025-08-24,2025-08-31,7,38,Male,Foreign,3,Business,Budget,14952,Flight,108162,38556,4711,166381,Summer,PKR
2664,Hoper Glacier,Gilgit-Baltistan,2025-05-23,2025-06-02,10,36,Male,Foreign,5,Business,Luxury,329490,Flight,207305,347900,23850,908545,Spring,PKR
2665,Khanaspur,KPK,2026-02-23,2026-03-01,6,23,Female,Pakistani,5,Business,Mid,60168,Road,34208,87900,12954,195230,Winter,PKR
2666,Bala Hissar (Gilgit),Gilgit-Baltistan,2026-01-28,2026-02-01,4,58,Female,Foreign,5,Business,Luxury,128076,Road,4558,106940,11068,250642,Winter,PKR
2667,Rawalakot,AJK,2026-01-20,2026-01-22,2,20,Male,Foreign,5,Leisure,Budget,10168,Road,36129,19030,1356,66683,Winter,PKR
2668,Kumrat Valley,KPK,2025-09-25,2025-10-05,10,31,Female,Foreign,4,Adventure,Luxury,276240,Road,3590,226240,30340,536410,Autumn,PKR
2669,Mandi Bahauddin,Punjab,2025-05-09,2025-05-17,8,50,Female,Pakistani,5,Adventure,Mid,93968,Road,7654,78600,14720,194942,Spring,PKR
2670,Katora Lake,KPK,2025-08-28,2025-09-01,4,31,Male,Foreign,3,Adventure,Budget,12060,Flight,49422,20904,3436,85822,Summer,PKR
2671,Sethi House,KPK,2025-11-18,2025-11-23,5,42,Female,Pakistani,1,Business,Budget,19570,Road,42783,6965,2980,72298,Autumn,PKR
2672,Sahiwal,Punjab,2026-09-09,2026-09-15,6,26,Female,Foreign,4,Leisure,Mid,51570,Road,3532,75024,11808,141934,Autumn,PKR
2673,Dhandh Wildlife Sanctuary,Sindh,2025-01-23,2025-01-27,4,32,Male,Pakistani,4,Family,Mid,51360,Road,5766,40928,5428,103482,Winter,PKR
2674,Aliabad,Gilgit-Baltistan,2026-07-11,2026-07-19,8,25,Female,Foreign,3,Leisure,Mid,72336,Flight,115977,62640,8720,259673,Summer,PKR
2675,Dunyapur,Punjab,2026-12-04,2026-12-13,9,47,Male,Foreign,2,Business,Budget,35919,Road,837,30402,3816,70974,Winter,PKR
2676,Hammerhead Gwadar,Balochistan,2025-07-30,2025-08-05,6,27,Female,Foreign,4,Family,Mid,48312,Road,54760,53232,14682,170986,Summer,PKR
2677,Borith Lake,Gilgit-Baltistan,2026-11-02,2026-11-04,2,43,Male,Pakistani,2,Adventure,Budget,9468,Road,13650,8280,1652,33050,Autumn,PKR
2678,Kartarpur Corridor,Punjab,2026-12-10,2026-12-19,9,25,Male,Foreign,1,Family,Luxury,140202,Road,17068,39060,16353,212683,Winter,PKR
2679,Baragali,KPK,2025-04-08,2025-04-17,9,33,Female,Foreign,1,Family,Luxury,300636,Road,36064,48330,43749,428779,Spring,PKR
2680,Khalti Lake,Gilgit-Baltistan,2026-08-19,2026-08-28,9,54,Male,Pakistani,1,Family,Mid,121869,Road,13320,25101,13581,173871,Summer,PKR
2681,Narowal,Punjab,2025-03-31,2025-04-02,2,35,Female,Pakistani,5,Adventure,Mid,20384,Road,1857,21900,3350,47491,Spring,PKR
2682,Diamer Valley,Gilgit-Baltistan,2025-12-08,2025-12-16,8,34,Female,Foreign,3,Family,Budget,33680,Road,10988,32208,7320,84196,Winter,PKR
2683,Chipursan Valley,Gilgit-Baltistan,2026-07-31,2026-08-03,3,50,Female,Pakistani,4,Business,Mid,26886,Road,7902,45084,3171,83043,Summer,PKR
2684,Gor Khuttree,KPK,2026-04-28,2026-05-02,4,27,Male,Pakistani,4,Adventure,Mid,58620,Road,936,63632,6716,129904,Spring,PKR
2685,Multan Fort,Punjab,2026-08-01,2026-08-05,4,24,Female,Foreign,3,Business,Mid,35968,Flight,130740,33312,7712,207732,Summer,PKR
2686,Karimabad,Gilgit-Baltistan,2026-12-30,2027-01-01,2,26,Male,Pakistani,4,Adventure,Mid,20522,Flight,170252,30504,3106,224384,Winter,PKR
2687,Miani,Punjab,2025-02-23,2025-03-04,9,28,Male,Foreign,4,Adventure,Budget,33237,Road,19488,38880,5688,97293,Winter,PKR
2688,Prospect Point Ziarat,Balochistan,2026-07-14,2026-07-23,9,58,Male,Foreign,1,Business,Budget,53388,Road,13728,16938,9495,93549,Summer,PKR
2689,Malam Jabba,KPK,2025-05-20,2025-05-22,2,29,Male,Foreign,1,Family,Mid,18610,Road,6325,6800,3552,35287,Spring,PKR
2690,Pakka Qila Hyderabad,Sindh,2025-06-09,2025-06-12,3,38,Male,Foreign,5,Family,Luxury,83208,Road,30259,78855,5679,198001,Summer,PKR
2691,Langar,KPK,2026-09-01,2026-09-08,7,37,Female,Pakistani,1,Family,Budget,28014,Road,5728,12299,3626,49667,Autumn,PKR
2692,Tirah Valley,KPK,2025-07-16,2025-07-18,2,27,Male,Foreign,3,Leisure,Luxury,55290,Road,8754,31470,8052,103566,Summer,PKR
2693,Dunyapur,Punjab,2026-01-18,2026-01-24,6,32,Female,Foreign,1,Family,Mid,50670,Flight,28631,14484,9840,103625,Winter,PKR
2694,Misgar,Gilgit-Baltistan,2025-03-06,2025-03-13,7,44,Male,Pakistani,2,Family,Mid,72198,Road,22200,52514,8127,155039,Spring,PKR
2695,Gulmit,Gilgit-Baltistan,2026-07-18,2026-07-27,9,27,Male,Foreign,4,Adventure,Budget,36162,Road,27616,65628,6336,135742,Summer,PKR
2696,Ormara Viewpoint,Balochistan,2026-06-22,2026-06-28,6,43,Male,Foreign,1,Adventure,Mid,62394,Road,8404,18606,7836,97240,Summer,PKR
2697,Sost,Gilgit-Baltistan,2025-05-20,2025-05-28,8,21,Female,Foreign,2,Adventure,Budget,35680,Road,1440,26752,5488,69360,Spring,PKR
2698,Mailsi,Punjab,2025-08-10,2025-08-15,5,49,Male,Foreign,4,Adventure,Mid,48240,Road,11620,57820,9245,126925,Summer,PKR
2699,Shakargarh,Punjab,2026-11-22,2026-11-30,8,19,Female,Foreign,3,Adventure,Budget,22360,Road,4032,39168,7192,72752,Autumn,PKR
2700,Katora Lake,KPK,2025-10-30,2025-11-02,3,27,Female,Pakistani,2,Business,Mid,36864,Flight,81516,21126,5145,144651,Autumn,PKR
2701,Jalalabad,Gilgit-Baltistan,2025-02-18,2025-02-23,5,25,Male,Pakistani,4,Adventure,Mid,54800,Road,2121,59660,10385,126966,Winter,PKR
2702,Peshawar,KPK,2026-05-15,2026-05-23,8,57,Male,Pakistani,2,Business,Luxury,285296,Road,16380,90224,25488,417388,Spring,PKR
2703,Sahiwal,Punjab,2026-07-10,2026-07-17,7,21,Male,Foreign,3,Business,Mid,51898,Road,7394,42861,8344,110497,Summer,PKR
2704,Kahror Pakka,Punjab,2026-09-20,2026-09-27,7,59,Male,Pakistani,4,Adventure,Mid,76741,Flight,171452,57260,11648,317101,Autumn,PKR
2705,Wartair Pass,KPK,2026-11-24,2026-11-29,5,22,Male,Foreign,2,Business,Mid,71090,Road,27584,29470,5495,133639,Autumn,PKR
2706,Jhelum,Punjab,2026-03-13,2026-03-15,2,43,Female,Foreign,4,Leisure,Mid,19294,Flight,135036,17096,3036,174462,Spring,PKR
2707,Empress Market,Sindh,2026-03-12,2026-03-17,5,23,Female,Pakistani,1,Business,Mid,48370,Road,56240,15405,9745,129760,Spring,PKR
2708,Trango Towers,Gilgit-Baltistan,2026-10-02,2026-10-12,10,46,Male,Foreign,4,Business,Budget,47170,Road,15136,67640,7430,137376,Autumn,PKR
2709,Kot Addu,Punjab,2025-09-04,2025-09-12,8,40,Female,Pakistani,2,Business,Luxury,218240,Road,22653,82896,23696,347485,Autumn,PKR
2710,Karimabad,Gilgit-Baltistan,2026-12-15,2026-12-22,7,28,Male,Foreign,1,Adventure,Mid,88480,Flight,17129,27629,8638,141876,Winter,PKR
2711,Ayun Valley,KPK,2026-03-11,2026-03-13,2,51,Female,Pakistani,2,Adventure,Luxury,79826,Road,15114,20744,6770,122454,Spring,PKR
2712,Chuprial,KPK,2026-02-20,2026-02-23,3,56,Male,Pakistani,5,Business,Budget,9612,Road,31049,19125,2790,62576,Winter,PKR
2713,Biang Gali,KPK,2025-12-11,2025-12-19,8,23,Male,Pakistani,1,Leisure,Mid,79400,Road,30442,28464,15536,153842,Winter,PKR
2714,Chikkar,AJK,2025-04-26,2025-05-04,8,42,Male,Pakistani,4,Business,Budget,33440,Flight,73576,59168,4160,170344,Spring,PKR
2715,Bubind,Gilgit-Baltistan,2025-04-26,2025-05-02,6,37,Female,Foreign,4,Leisure,Budget,27168,Road,20019,44592,5040,96819,Spring,PKR
2716,Nanga Parbat Base Camp (Fairy Meadows),Gilgit-Baltistan,2026-07-09,2026-07-19,10,35,Female,Foreign,1,Leisure,Budget,40290,Road,11016,13610,8410,73326,Summer,PKR
2717,Kharan Desert,Balochistan,2026-06-22,2026-06-26,4,34,Male,Pakistani,4,Family,Mid,34260,Flight,113504,61488,9412,218664,Summer,PKR
2718,Parachinar,KPK,2025-01-16,2025-01-20,4,19,Male,Foreign,1,Business,Luxury,115992,Road,18960,20648,10172,165772,Winter,PKR
2719,Hattian Bala,AJK,2025-08-29,2025-08-31,2,48,Female,Pakistani,1,Business,Mid,22428,Road,1394,7450,3290,34562,Summer,PKR
2720,Laram Top,KPK,2025-08-13,2025-08-17,4,46,Female,Pakistani,5,Adventure,Mid,41004,Road,38379,41380,4172,124935,Summer,PKR
2721,Kohat,KPK,2026-10-17,2026-10-20,3,48,Female,Foreign,5,Family,Mid,37908,Road,17104,32385,5181,92578,Autumn,PKR
2722,Nagar Valley,Gilgit-Baltistan,2026-12-31,2027-01-08,8,46,Female,Pakistani,3,Leisure,Mid,97584,Flight,108186,48096,8176,262042,Winter,PKR
2723,Badshahi Mosque,Punjab,2025-02-16,2025-02-24,8,55,Male,Pakistani,3,Business,Budget,19088,Road,1126,32832,7184,60230,Winter,PKR
2724,Moola Chotok,Balochistan,2025-02-03,2025-02-08,5,36,Female,Pakistani,1,Business,Mid,64320,Road,31168,13485,8380,117353,Winter,PKR
2725,Burewala,Punjab,2026-08-27,2026-08-29,2,33,Female,Foreign,4,Family,Mid,16928,Road,13154,27832,3872,61786,Summer,PKR
2726,Bahrain,KPK,2025-09-07,2025-09-16,9,46,Male,Pakistani,5,Adventure,Mid,91035,Road,9430,134235,9279,243979,Autumn,PKR
2727,Kartarpur Corridor,Punjab,2025-03-19,2025-03-25,6,55,Male,Foreign,1,Business,Budget,18996,Flight,33786,11916,5100,69798,Spring,PKR
2728,Mianwali,Punjab,2026-10-22,2026-11-01,10,50,Female,Pakistani,2,Family,Mid,60190,Road,8346,45660,17380,131576,Autumn,PKR
2729,Arif Wala,Punjab,2025-09-13,2025-09-21,8,30,Male,Foreign,5,Adventure,Mid,53312,Road,3782,72680,11552,141326,Autumn,PKR
2730,Frere Hall,Sindh,2026-09-01,2026-09-10,9,21,Female,Foreign,1,Adventure,Luxury,189459,Road,294,42696,25344,257793,Autumn,PKR
2731,Hafizabad,Punjab,2025-06-07,2025-06-16,9,21,Male,Pakistani,5,Adventure,Mid,103590,Road,12524,108135,10458,234707,Summer,PKR
2732,Dhandh Wildlife Sanctuary,Sindh,2026-04-14,2026-04-17,3,24,Female,Pakistani,4,Business,Budget,14514,Flight,165496,19788,3204,203002,Spring,PKR
2733,Bumburet Valley,KPK,2025-05-18,2025-05-25,7,60,Female,Foreign,2,Leisure,Budget,23548,Road,35478,20748,7308,87082,Spring,PKR
2734,Ayubia,KPK,2025-05-03,2025-05-09,6,60,Female,Pakistani,5,Family,Luxury,156714,Road,5548,150990,18018,331270,Spring,PKR
2735,Lakki Marwat,KPK,2026-10-04,2026-10-10,6,30,Male,Pakistani,2,Family,Mid,66546,Road,14820,41232,7656,130254,Autumn,PKR
2736,Lower Kachura Lake,Gilgit-Baltistan,2025-10-22,2025-10-26,4,57,Male,Foreign,5,Family,Luxury,126372,Road,11417,99700,13580,251069,Autumn,PKR
2737,Derawar Fort,Punjab,2025-09-24,2025-09-26,2,45,Male,Foreign,2,Business,Luxury,50486,Road,22536,15248,6414,94684,Autumn,PKR
2738,Dainyor,Gilgit-Baltistan,2025-04-05,2025-04-14,9,26,Female,Foreign,4,Leisure,Mid,91197,Road,4013,106092,16389,217691,Spring,PKR
2739,Nowshera,KPK,2025-06-09,2025-06-15,6,21,Male,Foreign,5,Business,Mid,87996,Road,2520,74970,7482,172968,Summer,PKR
2740,Toli Pir,AJK,2025-03-18,2025-03-21,3,34,Male,Pakistani,5,Adventure,Mid,43728,Flight,148950,42195,7005,241878,Spring,PKR
2741,Gilgit,Gilgit-Baltistan,2026-12-28,2027-01-07,10,33,Male,Foreign,3,Leisure,Luxury,289320,Road,6064,179430,38150,512964,Winter,PKR
2742,Manchar Lake,Sindh,2025-06-19,2025-06-25,6,22,Male,Pakistani,4,Business,Mid,60738,Flight,74192,55224,12624,202778,Summer,PKR
2743,Hunza Glacier,Gilgit-Baltistan,2026-12-13,2026-12-21,8,29,Male,Foreign,1,Business,Budget,30344,Road,54720,13776,8992,107832,Winter,PKR
2744,Neelum Valley,AJK,2026-08-08,2026-08-14,6,36,Male,Foreign,1,Leisure,Luxury,201474,Road,31395,29796,22458,285123,Summer,PKR
2745,Biafo Glacier,Gilgit-Baltistan,2026-11-17,2026-11-20,3,58,Female,Pakistani,4,Business,Luxury,69318,Road,25600,51336,6327,152581,Autumn,PKR
2746,Hill Park Karachi,Sindh,2025-06-30,2025-07-03,3,51,Female,Foreign,2,Business,Mid,23907,Road,46025,23880,7116,100928,Summer,PKR
2747,Shandur Pass,Gilgit-Baltistan,2025-10-29,2025-10-31,2,20,Female,Pakistani,1,Leisure,Mid,23796,Road,3071,6418,3652,36937,Autumn,PKR
2748,Dheerkot,AJK,2025-08-12,2025-08-20,8,22,Female,Pakistani,5,Family,Luxury,255136,Road,3888,203560,27352,489936,Summer,PKR
2749,Astore Valley,Gilgit-Baltistan,2026-06-18,2026-06-20,2,36,Male,Pakistani,5,Adventure,Budget,9172,Road,18441,13250,1946,42809,Summer,PKR
2750,Gwadar Marine Drive,Balochistan,2025-12-27,2025-12-30,3,58,Female,Pakistani,5,Adventure,Mid,36930,Road,15033,33570,3924,89457,Winter,PKR
2751,Okara,Punjab,2025-08-17,2025-08-26,9,31,Male,Pakistani,2,Adventure,Mid,64701,Road,3275,55962,15363,139301,Summer,PKR
2752,Bolan Pass,Balochistan,2026-10-20,2026-10-28,8,49,Male,Pakistani,1,Adventure,Luxury,249232,Road,13688,51960,23064,337944,Autumn,PKR
2753,Badshahi Mosque,Punjab,2026-02-27,2026-03-08,9,28,Female,Pakistani,3,Leisure,Mid,73962,Road,30518,73008,14940,192428,Winter,PKR
2754,Kutton (Jagged),AJK,2026-08-31,2026-09-04,4,39,Male,Pakistani,2,Leisure,Mid,32744,Road,11201,19832,7400,71177,Summer,PKR
2755,Sadh Belo Temple,Sindh,2026-10-05,2026-10-08,3,23,Male,Foreign,2,Family,Luxury,87396,Road,13640,25596,5208,131840,Autumn,PKR
2756,Gondogoro La,Gilgit-Baltistan,2026-01-17,2026-01-24,7,54,Male,Foreign,1,Leisure,Budget,36834,Road,18722,10311,5124,70991,Winter,PKR
2757,Gwadar Beach,Balochistan,2026-02-03,2026-02-11,8,27,Male,Pakistani,4,Leisure,Mid,63184,Road,15435,116864,18088,213571,Winter,PKR
2758,Kasur,Punjab,2026-01-03,2026-01-05,2,27,Male,Pakistani,5,Leisure,Luxury,57400,Flight,129535,32820,3492,223247,Winter,PKR
2759,Safari Park Karachi,Sindh,2026-06-06,2026-06-13,7,33,Female,Foreign,3,Leisure,Mid,92204,Road,24948,70182,17003,204337,Summer,PKR
2760,Ghoragali,KPK,2026-04-10,2026-04-13,3,31,Male,Pakistani,4,Business,Mid,27018,Flight,87280,47028,7173,168499,Spring,PKR
2761,Garam Chashma,KPK,2026-09-28,2026-10-08,10,59,Female,Pakistani,1,Business,Budget,49320,Flight,32105,20920,9300,111645,Autumn,PKR
2762,Kartarpur Corridor,Punjab,2025-06-11,2025-06-17,6,55,Male,Pakistani,4,Family,Budget,23862,Road,1008,24024,5070,53964,Summer,PKR
2763,Hingol River,Balochistan,2026-07-13,2026-07-21,8,50,Female,Foreign,2,Family,Luxury,181744,Flight,71594,86096,17552,356986,Summer,PKR
2764,Saral Lake,AJK,2025-10-16,2025-10-25,9,44,Male,Foreign,1,Leisure,Mid,79056,Road,5032,29592,19476,133156,Autumn,PKR
2765,Wartair Pass,KPK,2026-07-14,2026-07-19,5,21,Male,Foreign,3,Family,Mid,60055,Road,5888,41220,8575,115738,Summer,PKR
2766,Rama Lake,Gilgit-Baltistan,2026-03-31,2026-04-02,2,26,Male,Pakistani,1,Leisure,Mid,24596,Road,10220,4092,3468,42376,Spring,PKR
2767,Singal,Gilgit-Baltistan,2026-01-23,2026-02-01,9,50,Female,Foreign,3,Leisure,Budget,48600,Flight,69264,43389,9882,171135,Winter,PKR
2768,Passu Cones,Gilgit-Baltistan,2026-11-21,2026-11-25,4,33,Male,Foreign,3,Business,Mid,59472,Road,27420,27084,8560,122536,Autumn,PKR
2769,Karachi Zoo,Sindh,2025-11-29,2025-12-08,9,58,Female,Pakistani,2,Business,Mid,80262,Road,15520,67950,11565,175297,Autumn,PKR
2770,Kot Diji Fort,Sindh,2025-04-14,2025-04-21,7,43,Male,Pakistani,1,Adventure,Luxury,171696,Road,42000,35952,25452,275100,Spring,PKR
2771,Ratti Gali Lake,AJK,2026-10-18,2026-10-24,6,25,Female,Foreign,4,Adventure,Mid,55302,Road,13028,94248,6816,169394,Autumn,PKR
2772,Shorkot,Punjab,2025-01-03,2025-01-11,8,29,Female,Pakistani,5,Business,Mid,52192,Road,25725,91200,13648,182765,Winter,PKR
2773,Sethi House,KPK,2025-08-26,2025-09-03,8,31,Male,Foreign,4,Business,Mid,108880,Road,7648,85632,14232,216392,Summer,PKR
2774,Balakot,KPK,2026-11-17,2026-11-27,10,50,Female,Foreign,3,Adventure,Mid,142410,Road,14588,65820,13960,236778,Autumn,PKR
